Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"E. Pokushalov, A. Ponomarenko, J. Smith, M. Johnson, C. Garcia, I. Pak, E. Shrainer, D. Kudlay, S. Bayramova, R. Miller",Efficacy of AI-Guided (GenAISTM) Dietary Supplement Prescriptions versus Traditional Methods for Lowering LDL Cholesterol: A Randomized Parallel-Group Pilot Study,2024,Nutrients,Multidisciplinary Digital Publishing Institute (MDPI),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198387973&doi=10.3390%2fnu16132023&partnerID=40&md5=7c6141a2d8d941e0605d958ba90bb9cd,,3,12/11/2024 21:11,Article,10.3390/nu16132023,20726643 (ISSN),,16,13,,,0,0,0,10,1,"Emerging evidence suggests that personalized dietary supplement regimens can significantly influence lipid metabolism and cardiovascular risk. The efficacy of AI-guided dietary supplement prescriptions, compared with standard physician-guided prescriptions, remains underexplored. In a randomized, parallel-group pilot study, 70 patients aged 40–75 years with LDL-C levels between 70 and 190 mg/dL were enrolled. Participants were randomized to receive either AI-guided dietary supplement prescriptions or standard physician-guided prescriptions for 90 days. The primary endpoint was the percent change in LDL-C levels. Secondary endpoints included changes in total cholesterol, HDL-C, triglycerides, and hsCRP. Supplement adherence and side effects were monitored. Sixty-seven participants completed the study. The AI-guided group experienced a 25.3% reduction in LDL-C levels (95% CI: −28.7% to −21.9%), significantly greater than the 15.2% reduction in the physician-guided group (95% CI: −18.5% to −11.9%; p < 0.01). Total cholesterol decreased by 15.4% (95% CI: −19.1% to −11.7%) in the AI-guided group compared with 8.1% (95% CI: −11.5% to −4.7%) in the physician-guided group (p < 0.05). Triglycerides were reduced by 22.1% (95% CI: −27.2% to −17.0%) in the AI-guided group versus 12.3% (95% CI: −16.7% to −7.9%) in the physician-guided group (p < 0.01). HDL-C and hsCRP changes were not significantly different between groups. The AI-guided group received a broader variety of supplements, including plant sterols, omega-3 fatty acids, red yeast rice, coenzyme Q10, niacin, and fiber supplements. Side effects were minimal and comparable between groups. AI-guided dietary supplement prescriptions significantly reduce LDL-C and triglycerides more effectively than standard physician-guided prescriptions, highlighting the potential for AI-driven personalization in managing hypercholesterolemia. © 2024 by the authors.",,
0,"D. Ramoni, L. Liberale, F. Montecucco",Inflammatory biomarkers as cost-effective predictive tools in metabolic dysfunction-associated fatty liver disease,2024,World Journal of Gastroenterology,Baishideng Publishing Group Inc,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210401049&doi=10.3748%2fwjg.v30.i47.5086&partnerID=40&md5=0b50ddb64c6d709bf136f80a98f9e14f,,5,12/11/2024 21:11,Article,10.3748/wjg.v30.i47.5086,10079327 (ISSN),,30,47,5086,5091,0,0,0,3,1,"Qu and Li emphasize a fundamental aspect of metabolic dysfunction-associated fatty liver disease in their manuscript, focusing on the critical need for noninvasive diagnostic tools to improve risk stratification and predict the progression to severe liver complications. Affecting approximately 25% of the global population, metabolic dysfunction-associated fatty liver disease is the most common chronic liver condition, with higher prevalence among those with obesity. This letter stresses the importance of early diagnosis and intervention, especially given the rising incidence of obesity and metabolic syndrome. Research advancements provide insight into the potential of biomarkers (particularly inflammation-related) as predictive tools for disease progression and treatment response. This overview addresses pleiotropic biomarkers linked to chronic inflammation and cardiometabolic disorders, which may aid in risk stratification and treatment efficacy monitoring. Despite progress, significant knowledge gaps remain in the clinical application of these biomarkers, necessitating further research to establish standardized protocols and validate their utility in clinical practice. Understanding the complex interactions among these factors opens new avenues to enhance risk assessment, leading to better patient outcomes and addressing the public health burden of this worldwide condition. ©The Author(s) 2024.",,
0,"Q. Qin, Q. Li, G. Zhu, H. Yu, M. Peng, S. Wu, X. Xu, W. Gu, X. Guo",Development of a COVID-19 early risk assessment system based on multiple machine learning algorithms and routine blood tests: a real-world study,2024,Frontiers in Immunology,Frontiers Media SA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206281626&doi=10.3389%2ffimmu.2024.1430899&partnerID=40&md5=aa855f2f23c5bec2c8e3c20bfd94dafe,,8,12/11/2024 21:11,Article,10.3389/fimmu.2024.1430899,16643224 (ISSN),,15,,,,0,0,0,9,1,"Backgrounds: During the Coronavirus Disease 2019 (COVID-19) epidemic, the massive spread of the disease has placed an enormous burden on the world’s healthcare and economy. The early risk assessment system based on a variety of machine learning (ML) algorithms may be able to provide more accurate advice on the classification of COVID-19 patients, offering predictive, preventive, and personalized medicine (PPPM) solutions in the future. Methods: In this retrospective study, we divided a portion of the data into training and validation cohorts in a 7:3 ratio and established a model based on a combination of two ML algorithms first. Then, we used another portion of the data as an independent testing cohort to determine the most accurate and stable model and compared it with other scoring systems. Finally, patients were categorized according to risk scores and then the correlation between their clinical data and risk scores was studied. Results: The elderly accounted for the majority of hospitalized patients with COVID-19. The C-index of the model constructed by combining the stepcox[both] and survivalSVM algorithms was 0.840 in the training cohort and 0.815 in the validation cohort, which was calculated to have the highest C-index in the testing cohort compared to the other 119 ML model combinations. Compared with current scoring systems, including the CURB-65 and several reported prognosis models previously, our model had the highest AUC value of 0.778, representing an even higher predictive performance. In addition, the model’s AUC values for specific time intervals, including days 7,14 and 28, demonstrate excellent predictive performance. Most importantly, we stratified patients according to the model’s risk score and demonstrated a difference in survival status between the high-risk, median-risk, and low-risk groups, which means a new and stable risk assessment system was built. Finally, we found that COVID-19 patients with a history of cerebral infarction had a significantly higher risk of death. Conclusion: This novel risk assessment system is highly accurate in predicting the prognosis of patients with COVID-19, especially elderly patients with COVID-19, and can be well applied within the PPPM framework. Our ML model facilitates stratified patient management, meanwhile promoting the optimal use of healthcare resources. Copyright © 2024 Qin, Li, Zhu, Yu, Peng, Wu, Xu, Gu and Guo.",,
0,"A. Sheik Abdullah, V. Naga Pranava Shashank, D. Altrin Lloyd Hudson",Disseminating the Risk Factors With Enhancement in Precision Medicine Using Comparative Machine Learning Models for Healthcare Data,2024,IEEE Access,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193284716&doi=10.1109%2fACCESS.2024.3400023&partnerID=40&md5=91a92017a2308b71b69d42157debe8eb,,12,12/11/2024 21:11,Article,10.1109/ACCESS.2024.3400023,21693536 (ISSN),,12,,72794,72812,0,0,0,3,1,"The field of healthcare analytics, as an expanding discipline that integrates data analysis, machine learning, and clinical expertise, is seen to hold great promise for improving patient outcomes and the overall delivery of healthcare services. With the increasing availability of Electronic Health Records (EHRs), a wealth of healthcare data has emerged, presenting opportunities to enhance disease prediction and personalize treatments. The objective of the research is to develop and evaluate machine-learning models for predicting cancer, diabetic, diabetic retina, and heart-related outcomes using demographic and clinical data from Electronic Health Records (EHRs). Through thorough testing on diverse datasets, the study aims to assess the performance of these models in terms of accuracy, precision, and recall metrics, with the ultimate goal of advancing disease prediction and enhancing patient outcomes within the field of healthcare analytics. The proposed model demonstrates high accuracy, particularly in predicting cancer (97.080%) and diabetic (97.33%) outcomes using Support Vector Machines (SVM) and Decision Trees. Additionally, logistic regression achieves a notable accuracy of 76.521% for diabetic retina dataset, while Decision Trees exhibit 86.419% accuracy for heart-related predictions. SVM accuracy for Pima diabetic dataset stands at 79.746%. To assess the model's performance, thorough testing was conducted on a diverse and extensive dataset, employing a combination of accuracy, precision, and recall metrics. This research represents a substantial contribution to the field of healthcare analytics, emphasizing the potential of machine learning to advance disease prediction and, ultimately, enhance patient outcomes. © 2013 IEEE.",,
0,"X. Li, H. Shen, Y. Peng, Z. Miao, C. Tu, X. Zhang, Z. Wu, X. Zeng, J. Zhang",The additional value of myocardial T1ρ mapping to T1 and T2 mapping for predicting subsequent cancer therapy-related cardiac dysfunction in breast cancer patients who received anthracyclines with/without trastuzumab,2024,European Journal of Radiology,Elsevier Ireland Ltd,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205003513&doi=10.1016%2fj.ejrad.2024.111755&partnerID=40&md5=84de1e9252fc0bf9601f250cc1bcd17e,,17,12/11/2024 21:11,Article,10.1016/j.ejrad.2024.111755,0720048X (ISSN),,181,,,,0,0,0,9,1,"Objectives: We aimed to describe changes in parameters derived from myocardial T1ρ, T1, and T2 mapping and assess whether incorporating T1ρ mapping improves the predictive performance of T1 and T2 mapping for subsequent cancer therapy-related cardiac dysfunction (CTRCD) in breast cancer patients treated with anthracyclines with/without trastuzumab. Methods: From March 2021 to May 2023, 82 participants with breast cancer treated with anthracyclines with/without trastuzumab were prospectively recruited. Cardiac magnetic resonance was performed at baseline, 3 and 6 months in relation to baseline. T1ρ, T1 and T2 values were measured and compared by repeated measures analyses of variance. Logistic regression and receiver operating characteristic analysis were used to assess the performance in predicting subsequent CTRCD. Results: Nineteen (23.17 %) participants developed CTRCD. T1ρ and T1 values progressively increased over time (all p < 0.001), while T2 values increased at 3 (p < 0.001 and p = 0.002, respectively) and 6 months (all p < 0.001) compared to baseline in both the CTRCD (+) and CTRCD (−) groups. The changes in T1ρ (OR, 3.892, p = 0.003) and T1 (OR, 1.082, p = 0.002) from baseline to 3 months were associated with subsequent CTRCD. The combination of the changes in T1ρ and T1 from baseline to 3 months obtained an improved area under the curve of 0.853. Conclusion: T1ρ, T1 and T2 increased after treatment of anthracyclines with/without trastuzumab. Myocardial T1ρ mapping provides additional predictive value to T1 mapping for subsequent CTRCD in breast cancer patients who received anthracyclines with/without trastuzumab. Clinical relevance statement: Myocardial T1ρ mapping offers additional predictive value to T1 and T2 mapping for subsequent CTRCD in breast cancer patients who received anthracyclines with/without trastuzumab. This may facilitate accurate prediction of cardiotoxicity and personalized treatment decision making in breast cancer. © 2024 Elsevier B.V.",,
0,"S. Vyshnya, R. Epperson, F. Giuste, W. Shi, A. Hornback, M.D. Wang",Optimized Clinical Feature Analysis for Improved Cardiovascular Disease Risk Screening,2024,IEEE Open Journal of Engineering in Medicine and Biology,Institute of Electrical and Electronics Engineers Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184316346&doi=10.1109%2fOJEMB.2023.3347479&partnerID=40&md5=6f35929f7c10379c2592df96f38448ae,,18,12/11/2024 21:11,Article,10.1109/OJEMB.2023.3347479,26441276 (ISSN),,5,,816,827,0,0,0,6,1,"Objective: To develop a clinical decision support tool that can predict cardiovascular disease (CVD) risk with high accuracy while requiring minimal clinical feature input, thus reducing the time and effort required by clinicians to manually enter data prior to obtaining patient risk assessment. Results: In this study, we propose a robust feature selection approach that identifies five key features strongly associated with CVD risk, which have been found to be consistent across various models. The machine learning model developed using this optimized feature set achieved state-of-the-art results, with an AUROC of 91.30%, sensitivity of 89.01%, and specificity of 85.39%. Furthermore, the insights obtained from explainable artificial intelligence techniques enable medical practitioners to offer personalized interventions by prioritizing patient-specific high-risk factors. Conclusion: Our work illustrates a robust approach to patient risk prediction which minimizes clinical feature requirements while also generating patient-specific insights to facilitate shared decision-making between clinicians and patients.  © 2020 IEEE.",,
0,"Y. Ma, L. Zhang, Q. Li, X. Qin",Predictive model for novel subtypes of patients undergoing lower extremity amputation for peripheral artery disease: An unsupervised machine learning study,2024,Heliyon,Elsevier Ltd,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199415147&doi=10.1016%2fj.heliyon.2024.e34602&partnerID=40&md5=3e7c36dde561c71875f761633aab0753,,24,12/11/2024 21:11,Article,10.1016/j.heliyon.2024.e34602,24058440 (ISSN),,10,15,,,0,0,0,4,1,"Background: Peripheral artery disease (PAD) represents the frequently seen circulatory condition related to a risk of critical limb ischemia and amputation. Critical lower extremity ischemia may require amputation, and the outcomes vary. In this study, we developed an artificial intelligence (AI)-driven predictive model for PAD subtypes to assess risk among patients more precisely and accurately to predict disease progression. Methods: The present retrospective study examined clinical data in PAD patents undergoing lower extremity amputation. The data were analyzed using an unsupervised machine learning algorithm (UMLA) for subgroup identification and risk stratification. The clustering result accuracy was validated by analyzing the follow-up data of clusters. Finally, we built the prediction model with binary logistic regression. Results: In total, we enrolled 507 cases into this work. Two distinct subgroups, consisting of Clusters 1 and 2, were identified by UMLA; those from Cluster 1 showed markedly poorer conditions and prognostic outcomes compared with those from Cluster 2. With regard to the new PAD subtype, we established a nomogram with eight predictive factors, including gender, age, smoking history, diabetes and coronary heart disease history, albumin levels, endovascular intervention, and amputation level. The nomogram could accurately categorize patients into two identified clusters, and the area under receiver operating characteristic curve was 0.861 (95 % confidence interval: 0.830–0.893). Conclusion: In this study, UMLA was used to identify new phenotypic subgroups among PAD cases who showed different risks of amputation. Our constructed AI-driven predictive model for PAD subtypes showed that it can be used for risk stratification and clinical management with high accuracy and reliability. © 2024 The Authors",,
0,"S. Daios, V. Anastasiou, D.V. Moysidis, M. Didagelos, A.S. Papazoglou, N. Stalikas, T. Zegkos, E. Karagiannidis, L. Skoura, G. Kaiafa, K. Makedou, A. Ziakas, C. Savopoulos, V. Kamperidis","Prognostic Implications of Clinical, Laboratory and Echocardiographic Biomarkers in Patients with Acute Myocardial Infarction—Rationale and Design of the ‘‘CLEAR-AMI Study’’",2023,Journal of Clinical Medicine,Multidisciplinary Digital Publishing Institute (MDPI),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170285993&doi=10.3390%2fjcm12175726&partnerID=40&md5=4da03e099541d4efb96aca6112adbe52,,27,12/11/2024 21:11,Article,10.3390/jcm12175726,20770383 (ISSN),,12,17,,,0,0,0,14,1,"Background: Acute myocardial infarction (AMI) remains a major cause of death worldwide. Survivors of AMI are particularly at high risk for additional cardiovascular events. Consequently, a comprehensive approach to secondary prevention is necessary to mitigate the occurrence of downstream complications. This may be achieved through a multiparametric tailored risk stratification by incorporating clinical, laboratory and echocardiographic parameters. Methods: The ‘‘CLEAR-AMI Study’’ (ClinicalTrials.gov Identifier: NCT05791916) is a non-interventional, prospective study including consecutive patients with AMI without a known history of coronary artery disease. All patients satisfying these inclusion criteria are enrolled in the present study. The rationale of this study is to refine risk stratification by using clinical, laboratory and novel echocardiographic biomarkers. All the patients undergo a comprehensive transthoracic echocardiographic assessment, including strain and myocardial work analysis of the left and right heart chambers, within 48 h of admission after coronary angiography. Their laboratory profile focusing on systemic inflammation is captured during the first 24 h upon admission, and their demographic characteristics, past medical history, and therapeutic management are recorded. The angioplasty details are documented, the non-culprit coronary lesions are archived, and the SYNTAX score is employed to evaluate the complexity of coronary artery disease. A 24-month follow-up period will be recorded for all patients recruited. Conclusion: The ‘‘CLEAR-AMI” study is an ongoing prospective registry endeavoring to refine risk assessment in patients with AMI without a known history of coronary artery disease, by incorporating echocardiographic parameters, biochemical indices, and clinical and coronary characteristics in the acute phase of AMI. © 2023 by the authors.",,
0,"E. Mekov, M. Miravitlles, M. Topalovic, A. Singanayagam, R. Petkov",Stepping Up the Personalized Approach in COPD with Machine Learning,2023,Current Respiratory Medicine Reviews,Bentham Science Publishers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172346416&doi=10.2174%2f1573398X19666230607115316&partnerID=40&md5=9c62dead08b34262994d6d0d31bd8091,,29,12/11/2024 21:11,Article,10.2174/1573398X19666230607115316,1573398X (ISSN),,19,3,165,169,0,0,0,5,1,"Introduction: There is increasing interest in the application of artificial intelligence (AI) and machine learning (ML) in all fields of medicine to facilitate greater personalisation of management. Methods: ML could be the next step of personalized medicine in chronic obstructive pulmonary disease (COPD) by giving the exact risk (risk for exacerbation, death, etc.) of every patient (based on his/her parameters like lung function, clinical data, demographics, previous exacerbations, etc.), thus providing a prognosis/risk for the specific patient based on individual characteristics (individu-al approach). Result: ML algorithm might utilise some traditional risk factors along with some others that may be location-specific (e.g. the risk of exacerbation thatmay be related to ambient pollution but that could vary massively between different countries, or between different regions of a particular country). Conclusion: This is a step forward from the commonly used assignment of patients to a specific group for which prognosis/risk data are available (group approach). © 2023 Bentham Science Publishers.",,
0,"S.-L. Sun, B.-W. Zhou, S.-Z. Liu, Y.-H. Xiu, A. Bilal, H.-X. Long",Prediction of miRNAs and diseases association based on sparse autoencoder and MLP,2024,Frontiers in Genetics,Frontiers Media SA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195654186&doi=10.3389%2ffgene.2024.1369811&partnerID=40&md5=24a2875470e29224943ca02d0c6a8b5d,,31,12/11/2024 21:11,Article,10.3389/fgene.2024.1369811,16648021 (ISSN),,15,,,,0,0,0,6,1,"Introduction: MicroRNAs (miRNAs) are small and non-coding RNA molecules which have multiple important regulatory roles within cells. With the deepening research on miRNAs, more and more researches show that the abnormal expression of miRNAs is closely related to various diseases. The relationship between miRNAs and diseases is crucial for discovering the pathogenesis of diseases and exploring new treatment methods. Methods: Therefore, we propose a new sparse autoencoder and MLP method (SPALP) to predict the association between miRNAs and diseases. In this study, we adopt advanced deep learning technologies, including sparse autoencoder and multi-layer perceptron (MLP), to improve the accuracy of predicting miRNA-disease associations. Firstly, the SPALP model uses a sparse autoencoder to perform feature learning and extract the initial features of miRNAs and diseases separately, obtaining the latent features of miRNAs and diseases. Then, the latent features combine miRNAs functional similarity data with diseases semantic similarity data to construct comprehensive miRNAs-diseases datasets. Subsequently, the MLP model can predict the unknown association among miRNAs and diseases. Result: To verify the performance of our model, we set up several comparative experiments. The experimental results show that, compared with traditional methods and other deep learning prediction methods, our method has significantly improved the accuracy of predicting miRNAs-disease associations, with 94.61% accuracy and 0.9859 AUC value. Finally, we conducted case study of SPALP model. We predicted the top 30 miRNAs that might be related to Lupus Erythematosus, Ecute Myeloid Leukemia, Cardiovascular, Stroke, Diabetes Mellitus five elderly diseases and validated that 27, 29, 29, 30, and 30 of the top 30 are indeed associated. Discussion: The SPALP approach introduced in this study is adept at forecasting the links between miRNAs and diseases, addressing the complexities of analyzing extensive bioinformatics datasets and enriching the comprehension contribution to disease progression of miRNAs. Copyright © 2024 Sun, Zhou, Liu, Xiu, Bilal and Long.",,
0,J. Van den Eynde,CHDmap: One Step Further Toward Integrating Medicine-Based Evidence Into Practice,2024,JMIR Medical Informatics,JMIR Publications Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191401239&doi=10.2196%2f52343&partnerID=40&md5=1bafda2b5d50981c7b45e1a33de7fbb5,,37,12/11/2024 21:11,Article,10.2196/52343,22919694 (ISSN),,12,,,,0,0,0,1,1,"Evidence-based medicine, rooted in randomized controlled trials, offers treatment estimates for the average patient but struggles to guide individualized care. This challenge is amplified in complex conditions like congenital heart disease due to disease variability and limited trial applicability. To address this, medicine-based evidence was proposed to synthesize information for personalized care. A recent article introduced a patient similarity network, CHDmap, which represents a promising technical rendition of the medicine-based evidence concept. Leveraging comprehensive clinical and echocardiographic data, CHDmap creates an interactive patient map representing individuals with similar attributes. Using a k-nearest neighbor algorithm, CHDmap interactively identifies closely resembling patient groups based on specific characteristics. These approximate matches form the foundation for predictive analyses, including outcomes like hospital length of stay and complications. A key finding is the tool’s dual capacity: not only did it corroborate clinical intuition in many scenarios, but in specific instances, it prompted a reevaluation of cases, culminating in an enhancement of overall performance across various classification tasks. While an important first step, future versions of CHDmap may aim to expand mapping complexity, increase data granularity, consider long-term outcomes, allow for treatment comparisons, and implement artificial intelligence–driven weighting of various input variables. Successful implementation of CHDmap and similar tools will require training for practitioners, robust data infrastructure, and interdisciplinary collaboration. Patient similarity networks may become valuable in multidisciplinary discussions, complementing clinicians’ expertise. The symbiotic approach bridges evidence, experience, and real-life care, enabling iterative learning for future physicians. © 2024 JMIR Publications Inc.. All rights reserved.",,
0,"A.C. Justice, B. McMahon, R. Madduri, S. Crivelli, S. Damrauer, K. Cho, R. Ramoni, S. Muralidhar",A landmark federal interagency collaboration to promote data science in health care: Million Veteran Program-Computational Health Analytics for Medical Precision to Improve Outcomes Now,2024,JAMIA Open,Oxford University Press,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208963031&doi=10.1093%2fjamiaopen%2fooae126&partnerID=40&md5=e0d3de003650eae64fb63a217272d2f4,,39,12/11/2024 21:11,Article,10.1093/jamiaopen/ooae126,25742531 (ISSN),,7,4,,,0,0,0,8,1,"Objectives: In 2016, the Department of Veterans Affairs (VA) and the Department of Energy (DOE) established an Interagency Agreement (IAA), the Million Veteran Program-Computational Health Analytics for Medical Precision to Improve Outcomes Now (MVP-CHAMPION) research collaboration. Materials and Methods: Oversight fell under the VA Office of Research Development (VA ORD) and DOE headquarters. An Executive Committee and 2 senior scientific liaisons work with VA and DOE leadership to optimize efforts in the service of shared scientific goals. The program supported centralized data management and genomic analysis including creation of a scalable approach to cataloging phenotypes. Cross-cutting methods including natural language processing, image processing, and reusable code were developed. Results: The 79.6 million dollar collaboration has supported centralized data management and genomic analysis including a scalable approach to cataloging phenotypes and launched over 10 collaborative scientific projects in health conditions highly prevalent in veterans. A ground-breaking analysis on the Summit and Andes supercomputers at the Oak Ridge National Laboratory (ORNL) of the genetic underpinnings of over 2000 health conditions across 44 million genetic variants which resulted in the identification of 38 270 independent genetic variants associating with one or more health traits. Of these, over 2000 identified associations were unique to non-European ancestry. Cross-cutting methods have advanced state-of-the-art artificial intelligence (AI) including large language natural language processing and a system biology study focused on opioid addiction awarded the 2018 Gordon Bell Prize for outstanding achievement in high-performance computing. The collaboration has completed work in prostate cancer, suicide prevention, and cardiovascular disease, and cross-cutting data science. Predictive models developed in these projects are being tested for application in clinical management. Discussion: Eight new projects were launched in 2023, taking advantage of the momentum generated by the previous collaboration. A major challenge has been limitations in the scope of appropriated funds at DOE which cannot currently be used for health research. Conclusion: Extensive multidisciplinary interactions take time to establish and are essential to continued progress. New funding models for maintaining high-performance computing infrastructure at the ORNL and for supporting continued collaboration by joint VA-DOE research teams are needed.  © 2024 Published by Oxford University Press on behalf of the American Medical Informatics Association.",,
0,A.F. Hernandez,"Everything, Everywhere All at Once: Evidence Generation and Implementation in the Digital Age",2024,Circulation: Cardiovascular Quality and Outcomes,Lippincott Williams and Wilkins,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196588327&doi=10.1161%2fCIRCOUTCOMES.123.010150&partnerID=40&md5=4d718267beec21949a288a04828c68b5,,43,12/11/2024 21:11,Article,10.1161/CIRCOUTCOMES.123.010150,19417713 (ISSN),,17,6,,,0,0,0,1,1,,,
0,"X. Wang, T. Huang, F.E.I. Wang, Y. Jiang, C. Han, X. Wang, C. Yuan, Y. Xiang, Z. Shao",MINING OF CLASSIC CHINESE MEDICINE PRESCRIPTIONS FOR CARDIOVASCULAR AND CEREBRO-VASCULAR DISEASES FOR PRECISION MEDICINE,2022,Journal of Mechanics in Medicine and Biology,World Scientific,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140254675&doi=10.1142%2fS0219519422400425&partnerID=40&md5=49ef165190817c4d798906790472d42f,,48,12/11/2024 21:11,Article,10.1142/S0219519422400425,02195194 (ISSN),,22,8,,,0,0,0,9,2,"Traditional Chinese medicine (TCM) prescription has the characteristic of ""one person, one prescription"". Mining the rules of its prescriptions can be helpful for clinical diagnosis and treatment and reflects ""Precision Medical"". Taking the classic Chinese medicine prescriptions for cardiovascular and cerebrovascular diseases as samples, the author discussed the mining process of prescription rules and the methods and techniques of data preprocessing. The machine learning method is used to construct a mining model of prescription rules based on set relations, and the similarity between prescriptions is calculated, and the ""Mean-Link""clustering algorithm is used for clustering. The results showed that 14 kinds of TCM prescriptions for cardiovascular and cerebrovascular diseases, such as hypertension and coronary heart disease, were grouped into four categories in terms of prescription compositions among which the cluster composed of HFP (Heart Failure Prescription), SHYF (Siheyifang), WSJXD (Wenshen Jiuxin Decoction) poly as one category, prescription HP1 (Hypotensive Prescription), SSP (Sinus Syndrome Prescription), YQJND (Yiqi Jiannao Decoction) cluster into one category, the similarity of the two types is 0.21, is the highest value. In terms of prescription indications, they are clustered into four groups, among which the HFP and WSJXD are clustered into one category, and the similarity is 0.60, the highest value. The results of the comprehensive composition and indication clustering can be seen: (1) BWJYD (Bawei Jiangya Decoction), TMGTD (Tianma Gouteng Decoction); (2) HP1, AP (Anemia Prescription), MVD (Myocardial Vital Drink); (3) HFP, WSJXD; (4) SSP, YQJND. The treatment prescriptions between the two diseases in these four groups have the significance of mutual reference and reference.  © 2022 The Author(s).",,
0,"S.M. Nair, A. Pareek, M.C. Jamali",Assessment of Biochemical Markers for Early Detection and Monitoring of Cardiovascular Diseases: Myocardial Infarction and Heart Failure,2024,International Journal of Pharmaceutical Quality Assurance,Dr. Yashwant Research Labs Pvt. Ltd.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191301656&doi=10.25258%2fijpqa.15.1.43&partnerID=40&md5=959d7ab80010c8927152b3cd01e10a6c,,49,12/11/2024 21:11,Article,10.25258/ijpqa.15.1.43,09759506 (ISSN),,15,1,288,295,0,0,0,3,1,"This paper comprehensively analyzes biochemical markers for early detection and monitoring of myocardial infarction (MI) and heart failure (HF). It begins by examining traditional biomarkers like troponin for MI and B-type natriuretic peptide (BNP) for HF, discussing their roles, limitations, and clinical challenges. The study then explores emerging genomic, proteomic, and metabolomic biomarkers, assessing their potential for more precise and personalized diagnostics than traditional markers. Additionally, the thesis investigates how these novel biomarkers can be integrated with digital health technologies, such as artificial intelligence and machine learning, to enhance diagnostic accuracy and develop patient-specific treatment strategies. It also considers the role of these biomarkers in preventive cardiology, particularly in identifying individuals at risk before symptoms appear. The thesis concludes by emphasizing the importance of advanced diagnostic tools in early detection and monitoring of MI and HF, the promising future of personalized medicine in cardiovascular disease care, and suggests directions for future research. The overall aim is to contribute to improved patient outcomes and better management of cardiovascular diseases (CVDs) globally. © 2024, Dr. Yashwant Research Labs Pvt. Ltd.. All rights reserved.",,
0,"S.-A. Brown, C. Beavers, B. Bauer, R.K. Cheng, G. Berman, C.H. Marshall, A. Guha, P. Jain, A. Steward, J.M. DeCara, I.M. Olaye, K. Hansen, J. Logan, C. Bergom, C. Glide-Hurst, I. Loh, J.A. Gambril, J. MacLeod, R. Maddula, P.J. McGranaghan, A. Batra, C. Campbell, A. Hamid, F. Gunturkun, R. Davis, J. Jefferies, M. Fradley, K. Albert, A. Blaes, I. Choudhuri, A.K. Ghosh, T.D. Ryan, O. Ezeoke, D.J. Leedy, W. Williams, S. Roman, L. Lehmann, A. Sarkar, D. Sadler, E. Polter, K.J. Ruddy, N. Bansal, E. Yang, B. Patel, D. Cho, A. Bailey, D. Addison, V. Rao, J.E. Levenson, D. Itchhaporia, K. Watson, M. Gulati, K. Williams, D. Lloyd-Jones, E. Michos, J. Gralow, H. Martinez",Advancing the care of individuals with cancer through innovation & technology: Proceedings from the cardiology oncology innovation summit 2020 and 2021,2024,American Heart Journal Plus: Cardiology Research and Practice,Elsevier Inc.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181810521&doi=10.1016%2fj.ahjo.2023.100354&partnerID=40&md5=71b04b23d1f57459a497eb793faf2a40,,50,12/11/2024 21:11,Article,10.1016/j.ahjo.2023.100354,26666022 (ISSN),,38,,,,0,0,0,57,1,"As cancer therapies increase in effectiveness and patients' life expectancies improve, balancing oncologic efficacy while reducing acute and long-term cardiovascular toxicities has become of paramount importance. To address this pressing need, the Cardiology Oncology Innovation Network (COIN) was formed to bring together domain experts with the overarching goal of collaboratively investigating, applying, and educating widely on various forms of innovation to improve the quality of life and cardiovascular healthcare of patients undergoing and surviving cancer therapies. The COIN mission pillars of innovation, collaboration, and education have been implemented with cross-collaboration among academic institutions, private and public establishments, and industry and technology companies. In this report, we summarize proceedings from the first two annual COIN summits (inaugural in 2020 and subsequent in 2021) including educational sessions on technological innovations for establishing best practices and aligning resources. Herein, we highlight emerging areas for innovation and defining unmet needs to further improve the outcome for cancer patients and survivors of all ages. Additionally, we provide actionable suggestions for advancing innovation, collaboration, and education in cardio-oncology in the digital era. © 2023",,
